Date,Open,High,Low,Close,Volume,Change,Previous,Value,Frequency,ForeignSellValue,ForeignBuyValue,NonRegularVolume,NonRegularValue,NonRegularFrequency,ListedShare,TradebleShare,IndexCode,NumberOfStock,MarketCapital
02-07-2015,2163.833,2209.114,2165.439,2183.671,80752805,19.838,2163.833,309500703200,18293,,,,,,,,CONSUMER,36,1.02637188299787E+15
03-07-2015,2183.671,2228.389,2184.244,2228.389,60274259,44.718,2183.671,253909441386,13590,,,,,,,,CONSUMER,36,1.03904550880863E+15
06-07-2015,2228.389,2220.734,2185.941,2188.619,48799160,-39.77,2228.389,157074534370,10487,,,,,,,,CONSUMER,36,1.02843094576285E+15
07-07-2015,2188.619,2196.833,2168.261,2175.198,72756043,-13.421,2188.619,237417896725,19877,,,,,,,,CONSUMER,36,1.03619820640099E+15
08-07-2015,2175.198,2202.323,2166.089,2182.253,69230100,7.055,2175.198,219698537600,18760,,,,,,,,CONSUMER,36,1.03467350493474E+15
09-07-2015,2182.253,2171.715,2151.976,2157.108,114836368,-25.145,2182.253,277252699750,14174,,,,,,,,CONSUMER,36,1.02643846555376E+15
10-07-2015,2157.108,2175.227,2163.427,2169.15,73276900,12.042,2157.108,211256177300,13507,,,,,,,,CONSUMER,36,1.03476518970694E+15
13-07-2015,2169.15,2198.127,2165.995,2193.907,62689505,24.757,2169.15,320803166220,13042,,,,,,,,CONSUMER,36,1.04375008951312E+15
14-07-2015,2193.907,2217.676,2186.071,2194.458,88024734,0.551,2193.907,320340150160,19783,,,,,,,,CONSUMER,36,1.04787513709774E+15
15-07-2015,2194.458,2201.375,2186.168,2197.977,67945434,3.519,2194.458,278087946791,22110,,,,,,,,CONSUMER,36,1.04968524548276E+15
22-07-2015,2197.977,2214.678,2174.851,2214.678,99997023,16.701,2197.977,413615254375,24068,,,,,,,,CONSUMER,36,1.08474032638697E+15
23-07-2015,2214.678,2223.547,2206.963,2222.062,65013070,7.384,2214.678,449117393900,16201,,,,,,,,CONSUMER,36,1.12222250761851E+15
24-07-2015,2222.062,2220.727,2193.676,2195.032,77889822,-27.03,2222.062,322989312710,14688,,,,,,,,CONSUMER,36,1.10065915862613E+15
27-07-2015,2195.032,2200.051,2171.388,2171.388,51403535,-23.644,2195.032,244491398625,14322,,,,,,,,CONSUMER,36,1.07932813077396E+15
28-07-2015,2171.388,2169.848,2154.101,2162.684,62042622,-8.704,2171.388,291055614240,19164,,,,,,,,CONSUMER,36,1.0742861206771E+15
29-07-2015,2162.684,2177.291,2151.221,2152,96720099,-10.684,2162.684,309707001800,19035,,,,,,,,CONSUMER,36,1.07725181469558E+15
30-07-2015,2152,2163.659,2117.59,2129.585,54421384,-22.415,2152,254616297765,14646,,,,,,,,CONSUMER,36,1.05950105953858E+15
31-07-2015,2129.585,2198.436,2139.114,2198.436,97845920,68.851,2129.585,454359966700,17972,,,,,,,,CONSUMER,36,1.08577593916582E+15
03-08-2015,2198.436,2181.269,2163.317,2170.335,72021300,-28.101,2198.436,352197153500,18176,,,,,,,,CONSUMER,36,1.0764630723054E+15
04-08-2015,2170.335,2165.727,2150.079,2157.017,86696983,-13.318,2170.335,287908757040,14327,,,,,,,,CONSUMER,36,1.07637475431112E+15
05-08-2015,2157.017,2173.772,2150.797,2173.772,142825956,16.755,2157.017,294966101485,18345,,,,,,,,CONSUMER,36,1.08010903015926E+15
06-08-2015,2173.772,2178.943,2138.011,2138.011,126358832,-35.761,2173.772,361316323350,17910,,,,,,,,CONSUMER,36,1.06839677457048E+15
07-08-2015,2138.011,2150.644,2133.216,2140.337,62330653,2.326,2138.011,222989982682,12083,,,,,,,,CONSUMER,36,1.06915852656072E+15
10-08-2015,2140.337,2142.365,2108.158,2133.69,72528908,-6.647,2140.337,216879461834,9437,,,,,,,,CONSUMER,36,1.06632401877782E+15
11-08-2015,2133.69,2144.543,2073.501,2073.501,115214250,-60.189,2133.69,369359251800,17652,,,,,,,,CONSUMER,36,1.04157110697106E+15
12-08-2015,2073.501,2056.894,1994.924,2010.072,245479207,-63.429,2073.501,499099882210,21338,,,,,,,,CONSUMER,36,1.01115470111118E+15
13-08-2015,2010.072,2096.44,2018.063,2064.3,169095398,54.228,2010.072,541822941226,18100,,,,,,,,CONSUMER,36,1.02891519249514E+15
14-08-2015,2064.3,2075.203,2047.567,2058.888,66258298,-5.412,2064.3,210365488830,11431,,,,,,,,CONSUMER,36,1.02801921796497E+15
18-08-2015,2058.888,2061.108,2031.289,2054.685,65203294,-4.203,2058.888,247048498660,17595,,,,,,,,CONSUMER,36,1.02357453403167E+15
19-08-2015,2054.685,2058.655,2029.628,2033.814,52915015,-20.871,2054.685,193976773735,13017,,,,,,,,CONSUMER,36,1.01235589795914E+15
20-08-2015,2033.814,2039.458,2008.957,2013.947,69794376,-19.867,2033.814,224719738970,11967,,,,,,,,CONSUMER,36,1.00475369551422E+15
21-08-2015,2013.947,2027.726,1985.028,1985.028,94525621,-28.919,2013.947,448504009630,15956,,,,,,,,CONSUMER,36,991995036770967.0
24-08-2015,1985.028,1948.262,1859.96,1912.964,158485176,-72.064,1985.028,634079407596,28155,,,,,,,,CONSUMER,36,953052702785427.0
25-08-2015,1912.964,2003.997,1912.244,1982.525,118483380,69.561,1912.964,638816231220,27198,,,,,,,,CONSUMER,36,964877373520476.0
26-08-2015,1982.525,1975.281,1940.354,1960.311,82270339,-22.214,1982.525,340350464302,28199,,,,,,,,CONSUMER,36,961984825338413.0
27-08-2015,1960.311,2078.761,1979.652,2066.878,140119553,106.567,1960.311,519674347800,23411,,,,,,,,CONSUMER,36,1.00061230237077E+15
28-08-2015,2066.878,2106.556,2036.211,2040.437,89086567,-26.441,2066.878,295649798602,21599,,,,,,,,CONSUMER,36,996993025190326.0
31-08-2015,2040.437,2116.058,2059.786,2106.558,94514239,66.121,2040.437,396041303725,18628,,,,,,,,CONSUMER,36,1.02303170830255E+15
01-09-2015,2106.558,2094.136,2052.252,2070.037,61485964,-36.521,2106.558,203446556850,13920,,,,,,,,CONSUMER,36,1.00668734330803E+15
02-09-2015,2070.037,2060.362,2026.806,2052.692,58494787,-17.345,2070.037,235939761600,16124,,,,,,,,CONSUMER,36,1.00111634532346E+15
03-09-2015,2052.692,2072.914,2045.472,2059.948,35207700,7.256,2052.692,151202009200,10370,,,,,,,,CONSUMER,36,1.00886211258055E+15
04-09-2015,2059.948,2072.393,2055.551,2066.572,63735842,6.624,2059.948,189623815717,11028,,,,,,,,CONSUMER,36,1.00686764100245E+15
07-09-2015,2066.572,2057.583,2007.466,2020.44,61955900,-46.132,2066.572,199010534900,10643,,,,,,,,CONSUMER,36,994717268967480.0
08-09-2015,2020.44,2019.825,1989.974,2003.949,97359500,-16.491,2020.44,281877164400,15262,,,,,,,,CONSUMER,36,985042713135134.0
09-09-2015,2003.949,2027.211,2001.409,2008.651,97668898,4.702,2003.949,272749023940,17492,,,,,,,,CONSUMER,36,986582741380726.0
10-09-2015,2008.651,2016.06,1991.191,2006.986,73536859,-1.665,2008.651,214372887400,14842,,,,,,,,CONSUMER,36,988229143978525.0
11-09-2015,2006.986,2042.243,2012.094,2036.664,63182951,29.678,2006.986,194839041945,11185,,,,,,,,CONSUMER,36,1.00222223727254E+15
14-09-2015,2036.664,2075.091,2043.552,2075.091,51574332,38.427,2036.664,168471026600,11015,,,,,,,,CONSUMER,36,1.01316393971795E+15
15-09-2015,2075.091,2069.399,2024.688,2045.508,44560242,-29.583,2075.091,215867207225,11902,,,,,,,,CONSUMER,36,1.00303700309661E+15
16-09-2015,2045.508,2058.074,2027.966,2028.866,66289161,-16.642,2045.508,171160601850,19869,,,,,,,,CONSUMER,36,999120560775425.0
17-09-2015,2028.866,2078.815,2044.489,2078.815,71271392,49.949,2028.866,276550611900,15025,,,,,,,,CONSUMER,36,1.01558896098809E+15
